Date,PM2.5 AQI Value,Main Pollutant,Site Name,Site ID,Source
4/19/21,53,,TRINITY ST MARKS - Gordy Howe International Bridge (GHIB),26-163-0099,AQS
4/20/21,28,,ELIZA-NR,26-163-0093,AQS
4/21/21,26,,TRINITY ST MARKS - Gordy Howe International Bridge (GHIB),26-163-0099,AQS
4/22/21,35,,TRINITY ST MARKS - Gordy Howe International Bridge (GHIB),26-163-0099,AQS
4/23/21,65,,TRINITY ST MARKS - Gordy Howe International Bridge (GHIB),26-163-0099,AQS
4/24/21,66,,TRINITY ST MARKS - Gordy Howe International Bridge (GHIB),26-163-0099,AQS
4/25/21,44,,ELIZA-NR,26-163-0093,AQS
4/26/21,45,,ELIZA-NR,26-163-0093,AQS
4/27/21,59,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
4/28/21,62,,TRINITY ST MARKS - Gordy Howe International Bridge (GHIB),26-163-0099,AQS
4/29/21,37,,Allen Park,26-163-0001,AQS
4/30/21,24,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
5/1/21,38,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
5/2/21,56,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
5/3/21,39,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
5/4/21,55,,TRINITY ST MARKS - Gordy Howe International Bridge (GHIB),26-163-0099,AQS
5/5/21,27,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
5/6/21,41,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
5/7/21,46,,TRINITY ST MARKS - Gordy Howe International Bridge (GHIB),26-163-0099,AQS
5/8/21,21,,ELIZA-NR,26-163-0093,AQS
5/9/21,38,,ELIZA-NR,26-163-0093,AQS
5/10/21,47,,TRINITY ST MARKS - Gordy Howe International Bridge (GHIB),26-163-0099,AQS
5/11/21,23,,TRINITY ST MARKS - Gordy Howe International Bridge (GHIB),26-163-0099,AQS
5/12/21,59,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
5/13/21,59,,TRINITY ST MARKS - Gordy Howe International Bridge (GHIB),26-163-0099,AQS
5/14/21,54,,Southwestern H.S.,26-163-0015,AQS
5/15/21,62,,TRINITY ST MARKS - Gordy Howe International Bridge (GHIB),26-163-0099,AQS
5/16/21,51,,ELIZA-NR,26-163-0093,AQS
5/17/21,94,,Military Park (GHIB),26-163-0100,AQS
5/18/21,71,,TRINITY ST MARKS - Gordy Howe International Bridge (GHIB),26-163-0099,AQS
5/19/21,58,,ELIZA-NR,26-163-0093,AQS
5/20/21,62,,Southwestern H.S.,26-163-0015,AQS
5/21/21,62,,TRINITY ST MARKS - Gordy Howe International Bridge (GHIB),26-163-0099,AQS
5/22/21,58,,New Haven,26-099-0009,AQS
5/23/21,45,,Allen Park,26-163-0001,AQS
5/24/21,47,,ELIZA-NR,26-163-0093,AQS
5/25/21,64,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
5/26/21,48,,TRINITY ST MARKS - Gordy Howe International Bridge (GHIB),26-163-0099,AQS
5/27/21,25,,ELIZA-NR,26-163-0093,AQS
5/28/21,25,,Allen Park,26-163-0001,AQS
5/29/21,25,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
5/30/21,64,,DP4th - Detroit Police 4th Precinct (GHIB),26-163-0098,AQS
5/31/21,58,,ELIZA-NR,26-163-0093,AQS
6/1/21,54,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
6/2/21,52,,Port Huron,26-147-0005,AQS
6/3/21,49,,TRINITY ST MARKS - Gordy Howe International Bridge (GHIB),26-163-0099,AQS
6/4/21,55,,TRINITY ST MARKS - Gordy Howe International Bridge (GHIB),26-163-0099,AQS
6/5/21,62,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
6/6/21,56,,New Haven,26-099-0009,AQS
6/7/21,43,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
6/8/21,42,,TRINITY ST MARKS - Gordy Howe International Bridge (GHIB),26-163-0099,AQS
6/9/21,51,,TRINITY ST MARKS - Gordy Howe International Bridge (GHIB),26-163-0099,AQS
6/10/21,56,,DP4th - Detroit Police 4th Precinct (GHIB),26-163-0098,AQS
6/11/21,52,,NMH48217 NEW MT HERMAN CHURCH,26-163-0097,AQS
6/12/21,68,,NMH48217 NEW MT HERMAN CHURCH,26-163-0097,AQS
6/13/21,52,,NMH48217 NEW MT HERMAN CHURCH,26-163-0097,AQS
