Date,PM2.5AQI Value,Main Pollutant,Site Name,Site ID,Source
10/17/01,10,,,26-163-0016,AQS
10/19/01,68,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
10/22/01,56,,338 FEET NORTH TO I-696 FREEWAY,26-125-0010,AQS
10/25/01,69,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
10/26/01,8,,,26-163-0016,AQS
10/27/01,7,,,26-163-0016,AQS
10/28/01,48,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
10/29/01,48,,East 7 Mile,26-163-0019,AQS
10/30/01,30,,,26-163-0016,AQS
10/31/01,75,,Southwestern H.S.,26-163-0015,AQS
11/1/01,69,,,26-163-0016,AQS
11/2/01,36,,,26-163-0016,AQS
11/3/01,57,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
11/4/01,49,,,26-163-0016,AQS
11/5/01,23,,,26-163-0016,AQS
11/6/01,71,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
11/7/01,71,,,26-163-0016,AQS
11/8/01,59,,,26-163-0016,AQS
11/9/01,64,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
11/10/01,66,,Allen Park,26-163-0001,AQS
11/11/01,26,,Allen Park,26-163-0001,AQS
11/12/01,82,,Southwestern H.S.,26-163-0015,AQS
11/13/01,78,,,26-163-0016,AQS
11/14/01,132,,,26-163-0016,AQS
11/15/01,130,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
11/16/01,89,,Allen Park,26-163-0001,AQS
11/17/01,62,,,26-163-0016,AQS
11/18/01,123,,East 7 Mile,26-163-0019,AQS
11/19/01,89,,,26-163-0016,AQS
11/20/01,19,,Allen Park,26-163-0001,AQS
11/21/01,82,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
11/22/01,62,,,26-163-0016,AQS
11/23/01,74,,SCHOOLCRAFT COLLEGE,26-163-0025,AQS
11/24/01,61,,Port Huron,26-147-0005,AQS
11/25/01,20,,,26-163-0016,AQS
11/26/01,51,,Allen Park,26-163-0001,AQS
11/27/01,75,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
11/28/01,56,,Allen Park,26-163-0001,AQS
11/29/01,35,,Allen Park,26-163-0001,AQS
11/30/01,34,,Allen Park,26-163-0001,AQS
12/1/01,49,,,26-163-0016,AQS
12/2/01,83,,,26-163-0016,AQS
12/3/01,88,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
12/4/01,68,,,26-163-0016,AQS
12/5/01,80,,,26-163-0016,AQS
12/6/01,50,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
12/7/01,62,,,26-163-0016,AQS
12/8/01,66,,Allen Park,26-163-0001,AQS
12/9/01,60,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
12/10/01,84,,,26-163-0016,AQS
12/11/01,54,,,26-163-0016,AQS
12/12/01,109,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
12/13/01,52,,,26-163-0016,AQS
12/14/01,56,,Allen Park,26-163-0001,AQS
12/15/01,63,,Allen Park,26-163-0001,AQS
12/16/01,49,,Allen Park,26-163-0001,AQS
12/17/01,52,,Allen Park,26-163-0001,AQS
12/18/01,62,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
12/19/01,66,,,26-163-0016,AQS
12/20/01,15,,Allen Park,26-163-0001,AQS
12/21/01,52,,338 FEET NORTH TO I-696 FREEWAY,26-125-0010,AQS
12/22/01,52,,Allen Park,26-163-0001,AQS
12/23/01,48,,,26-163-0016,AQS
12/24/01,83,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
12/25/01,52,,,26-163-0016,AQS
12/26/01,45,,Allen Park,26-163-0001,AQS
12/27/01,91,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
12/28/01,43,,Allen Park,26-163-0001,AQS
12/29/01,30,,Allen Park,26-163-0001,AQS
12/30/01,72,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
12/31/01,52,,Allen Park,26-163-0001,AQS
1/1/02,59,,Allen Park,26-163-0001,AQS
1/2/02,72,,Allen Park,26-163-0001,AQS
1/3/02,67,,Allen Park,26-163-0001,AQS
1/4/02,59,,,26-163-0016,AQS
1/5/02,106,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
1/6/02,77,,Allen Park,26-163-0001,AQS
1/7/02,33,,Allen Park,26-163-0001,AQS
1/8/02,89,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
1/9/02,59,,,26-163-0016,AQS
1/10/02,55,,,26-163-0016,AQS
1/11/02,65,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
1/12/02,59,,Allen Park,26-163-0001,AQS
1/13/02,28,,Allen Park,26-163-0001,AQS
1/14/02,70,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
1/15/02,40,,Allen Park,26-163-0001,AQS
1/16/02,60,,,26-163-0016,AQS
1/17/02,58,,Allen Park,26-163-0001,AQS
1/18/02,66,,Allen Park,26-163-0001,AQS
1/19/02,66,,,26-163-0016,AQS
1/20/02,68,,Allen Park,26-163-0001,AQS
1/21/02,74,,Allen Park,26-163-0001,AQS
1/22/02,70,,,26-163-0016,AQS
1/23/02,83,,Southwestern H.S.,26-163-0015,AQS
1/24/02,49,,Allen Park,26-163-0001,AQS
1/25/02,54,,Allen Park,26-163-0001,AQS
1/26/02,79,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
1/27/02,45,,,26-163-0016,AQS
1/28/02,76,,,26-163-0016,AQS
1/29/02,94,,Allen Park,26-163-0001,AQS
1/30/02,61,,Allen Park,26-163-0001,AQS
1/31/02,51,,Allen Park,26-163-0001,AQS
2/1/02,45,,Allen Park,26-163-0001,AQS
2/2/02,53,,Allen Park,26-163-0001,AQS
2/3/02,54,,Allen Park,26-163-0001,AQS
2/4/02,51,,Allen Park,26-163-0001,AQS
2/5/02,60,,,26-163-0016,AQS
2/6/02,77,,,26-163-0016,AQS
2/7/02,101,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
2/8/02,94,,,26-163-0016,AQS
2/9/02,95,,,26-163-0016,AQS
2/10/02,79,,Southwestern H.S.,26-163-0015,AQS
2/11/02,33,,,26-163-0016,AQS
2/12/02,31,,,26-163-0016,AQS
2/13/02,54,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
2/14/02,45,,,26-163-0016,AQS
2/15/02,60,,Allen Park,26-163-0001,AQS
2/16/02,72,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
2/17/02,21,,Allen Park,26-163-0001,AQS
2/18/02,60,,,26-163-0016,AQS
2/19/02,82,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
2/20/02,63,,,26-163-0016,AQS
2/21/02,35,,,26-163-0016,AQS
2/22/02,53,,Oak Park,26-125-0001,AQS
2/23/02,60,,Allen Park,26-163-0001,AQS
2/24/02,68,,,26-163-0016,AQS
2/25/02,73,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
2/26/02,32,,Allen Park,26-163-0001,AQS
2/27/02,25,,Allen Park,26-163-0001,AQS
2/28/02,80,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
3/1/02,70,,Allen Park,26-163-0001,AQS
3/3/02,49,,Allen Park,26-163-0001,AQS
3/5/02,61,,Allen Park,26-163-0001,AQS
3/6/02,91,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
3/7/02,38,,Allen Park,26-163-0001,AQS
3/8/02,70,,,26-163-0016,AQS
3/9/02,73,,Oak Park,26-125-0001,AQS
3/10/02,32,,Allen Park,26-163-0001,AQS
3/11/02,56,,,26-163-0016,AQS
3/12/02,82,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
3/13/02,90,,,26-163-0016,AQS
3/14/02,60,,Allen Park,26-163-0001,AQS
3/15/02,71,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
3/16/02,30,,Allen Park,26-163-0001,AQS
3/17/02,42,,Allen Park,26-163-0001,AQS
3/18/02,67,,Southwestern H.S.,26-163-0015,AQS
3/19/02,52,,Allen Park,26-163-0001,AQS
3/21/02,61,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
3/22/02,46,,Allen Park,26-163-0001,AQS
3/23/02,40,,Allen Park,26-163-0001,AQS
3/24/02,64,,Allen Park,26-163-0001,AQS
3/25/02,31,,,26-163-0016,AQS
3/26/02,74,,Allen Park,26-163-0001,AQS
3/27/02,86,,Allen Park,26-163-0001,AQS
3/28/02,104,,,26-163-0016,AQS
3/29/02,79,,,26-163-0016,AQS
3/30/02,75,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
3/31/02,55,,,26-163-0016,AQS
4/1/02,55,,,26-163-0016,AQS
4/2/02,80,,Southwestern H.S.,26-163-0015,AQS
4/3/02,27,,Allen Park,26-163-0001,AQS
4/4/02,16,,,26-163-0016,AQS
4/5/02,50,,Southwestern H.S.,26-163-0015,AQS
4/6/02,25,,,26-163-0016,AQS
4/7/02,50,,,26-163-0016,AQS
4/8/02,94,,Southwestern H.S.,26-163-0015,AQS
4/9/02,35,,,26-163-0016,AQS
4/10/02,34,,,26-163-0016,AQS
4/11/02,63,,SCHOOLCRAFT COLLEGE,26-163-0025,AQS
4/12/02,66,,,26-163-0016,AQS
4/13/02,52,,,26-163-0016,AQS
4/14/02,75,,338 FEET NORTH TO I-696 FREEWAY,26-125-0010,AQS
4/15/02,60,,,26-163-0016,AQS
4/16/02,69,,92 FEET FROM WHE STREET,26-163-0036,AQS
4/17/02,83,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
4/18/02,70,,Allen Park,26-163-0001,AQS
4/19/02,41,,Allen Park,26-163-0001,AQS
4/20/02,31,,92 FEET FROM WHE STREET,26-163-0036,AQS
4/21/02,29,,Allen Park,26-163-0001,AQS
4/22/02,37,,,26-163-0016,AQS
4/23/02,59,,Allen Park,26-163-0001,AQS
4/24/02,69,,Allen Park,26-163-0001,AQS
4/25/02,58,,,26-163-0016,AQS
4/26/02,54,,Allen Park,26-163-0001,AQS
4/27/02,67,,Allen Park,26-163-0001,AQS
4/28/02,62,,,26-163-0016,AQS
4/29/02,51,,92 FEET FROM WHE STREET,26-163-0036,AQS
4/30/02,66,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
5/2/02,57,,Southwestern H.S.,26-163-0015,AQS
5/3/02,51,,,26-163-0016,AQS
5/4/02,48,,Allen Park,26-163-0001,AQS
5/5/02,80,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
5/6/02,72,,Allen Park,26-163-0001,AQS
5/7/02,62,,Allen Park,26-163-0001,AQS
5/8/02,61,,Port Huron,26-147-0005,AQS
5/9/02,30,,,26-163-0016,AQS
5/10/02,33,,Allen Park,26-163-0001,AQS
5/11/02,72,,92 FEET FROM WHE STREET,26-163-0036,AQS
5/12/02,74,,Allen Park,26-163-0001,AQS
5/13/02,29,,Allen Park,26-163-0001,AQS
5/14/02,38,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
5/15/02,39,,,26-163-0016,AQS
5/16/02,53,,Allen Park,26-163-0001,AQS
5/17/02,20,,Allen Park,26-163-0001,AQS
5/18/02,23,,Allen Park,26-163-0001,AQS
5/19/02,34,,,26-163-0016,AQS
5/20/02,26,,Allen Park,26-163-0001,AQS
5/21/02,29,,,26-163-0016,AQS
5/22/02,48,,,26-163-0016,AQS
5/23/02,83,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
5/24/02,60,,Allen Park,26-163-0001,AQS
5/25/02,42,,Allen Park,26-163-0001,AQS
5/26/02,55,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
5/27/02,52,,Allen Park,26-163-0001,AQS
5/28/02,68,,Allen Park,26-163-0001,AQS
5/29/02,90,,Southwestern H.S.,26-163-0015,AQS
5/30/02,93,,,26-163-0016,AQS
5/31/02,55,,Allen Park,26-163-0001,AQS
6/1/02,61,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
6/2/02,43,,Allen Park,26-163-0001,AQS
6/3/02,25,,,26-163-0016,AQS
6/4/02,78,,Port Huron,26-147-0005,AQS
6/5/02,62,,,26-163-0016,AQS
6/6/02,46,,Allen Park,26-163-0001,AQS
6/7/02,60,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
6/8/02,88,,,26-163-0016,AQS
6/9/02,104,,Allen Park,26-163-0001,AQS
6/10/02,96,,Oak Park,26-125-0001,AQS
6/11/02,64,,,26-163-0016,AQS
6/12/02,56,,Allen Park,26-163-0001,AQS
6/13/02,56,,Allen Park,26-163-0001,AQS
6/14/02,51,,Allen Park,26-163-0001,AQS
6/15/02,48,,,26-163-0016,AQS
6/16/02,31,,Southwestern H.S.,26-163-0015,AQS
6/17/02,28,,Allen Park,26-163-0001,AQS
6/18/02,60,,Allen Park,26-163-0001,AQS
6/19/02,67,,Oak Park,26-125-0001,AQS
6/20/02,111,,Allen Park,26-163-0001,AQS
6/21/02,98,,Allen Park,26-163-0001,AQS
6/22/02,113,,,26-163-0016,AQS
6/23/02,140,,,26-163-0016,AQS
6/24/02,154,,,26-163-0016,AQS
6/25/02,146,,East 7 Mile,26-163-0019,AQS
6/26/02,60,,,26-163-0016,AQS
6/27/02,53,,Allen Park,26-163-0001,AQS
6/28/02,59,,Allen Park,26-163-0001,AQS
6/29/02,67,,,26-163-0016,AQS
6/30/02,104,,,26-163-0016,AQS
7/1/02,103,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
7/2/02,62,,Allen Park,26-163-0001,AQS
7/3/02,71,,Allen Park,26-163-0001,AQS
7/4/02,72,,Allen Park,26-163-0001,AQS
7/5/02,23,,Allen Park,26-163-0001,AQS
7/6/02,41,,Allen Park,26-163-0001,AQS
7/7/02,60,,Allen Park,26-163-0001,AQS
7/8/02,71,,,26-163-0016,AQS
7/9/02,47,,,26-163-0016,AQS
7/10/02,27,,Southwestern H.S.,26-163-0015,AQS
7/11/02,23,,,26-163-0016,AQS
7/12/02,33,,,26-163-0016,AQS
7/13/02,72,,Allen Park,26-163-0001,AQS
7/14/02,76,,Allen Park,26-163-0001,AQS
7/15/02,63,,Allen Park,26-163-0001,AQS
7/16/02,92,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
7/17/02,100,,,26-163-0016,AQS
7/18/02,102,,,26-163-0016,AQS
7/19/02,84,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
7/20/02,60,,Allen Park,26-163-0001,AQS
7/21/02,70,,,26-163-0016,AQS
7/22/02,87,,East 7 Mile,26-163-0019,AQS
7/23/02,23,,Allen Park,26-163-0001,AQS
7/24/02,31,,Allen Park,26-163-0001,AQS
7/25/02,55,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
7/26/02,70,,,26-163-0016,AQS
7/27/02,68,,,26-163-0016,AQS
7/28/02,87,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
7/29/02,56,,,26-163-0016,AQS
7/30/02,46,,,26-163-0016,AQS
7/31/02,64,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
8/1/02,77,,,26-163-0016,AQS
8/2/02,56,,,26-163-0016,AQS
8/3/02,47,,SCHOOLCRAFT COLLEGE,26-163-0025,AQS
8/4/02,69,,,26-163-0016,AQS
8/6/02,23,,SCHOOLCRAFT COLLEGE,26-163-0025,AQS
8/9/02,56,,Port Huron,26-147-0005,AQS
8/12/02,118,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
8/13/02,90,,Allen Park,26-163-0001,AQS
8/14/02,43,,Allen Park,26-163-0001,AQS
8/15/02,71,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
8/16/02,54,,Allen Park,26-163-0001,AQS
8/17/02,60,,,26-163-0016,AQS
8/18/02,55,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
8/19/02,50,,Allen Park,26-163-0001,AQS
8/20/02,50,,Allen Park,26-163-0001,AQS
8/21/02,81,,Port Huron,26-147-0005,AQS
8/22/02,71,,,26-163-0016,AQS
8/23/02,74,,,26-163-0016,AQS
8/24/02,58,,Port Huron,26-147-0005,AQS
8/25/02,53,,Allen Park,26-163-0001,AQS
8/26/02,62,,Allen Park,26-163-0001,AQS
8/27/02,71,,Allen Park,26-163-0001,AQS
8/28/02,41,,Allen Park,26-163-0001,AQS
8/29/02,57,,,26-163-0016,AQS
8/30/02,82,,Allen Park,26-163-0001,AQS
8/31/02,56,,,26-163-0016,AQS
9/1/02,67,,,26-163-0016,AQS
9/2/02,85,,SCHOOLCRAFT COLLEGE,26-163-0025,AQS
9/3/02,61,,Allen Park,26-163-0001,AQS
9/4/02,27,,Allen Park,26-163-0001,AQS
9/5/02,40,,Allen Park,26-163-0001,AQS
9/6/02,50,,,26-163-0016,AQS
9/7/02,79,,Allen Park,26-163-0001,AQS
9/8/02,130,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
9/9/02,128,,,26-163-0016,AQS
9/10/02,85,,Allen Park,26-163-0001,AQS
9/11/02,55,,Allen Park,26-163-0001,AQS
9/12/02,39,,,26-163-0016,AQS
9/13/02,56,,,26-163-0016,AQS
9/14/02,92,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
9/15/02,66,,Allen Park,26-163-0001,AQS
9/16/02,30,,,26-163-0016,AQS
9/17/02,63,,Southwestern H.S.,26-163-0015,AQS
9/18/02,78,,,26-163-0016,AQS
9/19/02,68,,,26-163-0016,AQS
9/20/02,66,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
9/21/02,43,,,26-163-0016,AQS
9/22/02,38,,Allen Park,26-163-0001,AQS
9/23/02,54,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
9/24/02,28,,Allen Park,26-163-0001,AQS
9/25/02,43,,Allen Park,26-163-0001,AQS
9/26/02,80,,SCHOOLCRAFT COLLEGE,26-163-0025,AQS
9/27/02,65,,Allen Park,26-163-0001,AQS
9/28/02,43,,Allen Park,26-163-0001,AQS
9/29/02,88,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
9/30/02,87,,,26-163-0016,AQS
10/1/02,84,,,26-163-0016,AQS
10/2/02,97,,92 FEET FROM WHE STREET,26-163-0036,AQS
10/3/02,35,,Allen Park,26-163-0001,AQS
10/4/02,57,,,26-163-0016,AQS
10/5/02,26,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
10/6/02,49,,Allen Park,26-163-0001,AQS
10/7/02,22,,Allen Park,26-163-0001,AQS
10/8/02,43,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
10/9/02,68,,,26-163-0016,AQS
10/10/02,70,,Allen Park,26-163-0001,AQS
10/11/02,108,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
10/12/02,59,,Allen Park,26-163-0001,AQS
10/13/02,16,,Allen Park,26-163-0001,AQS
10/14/02,49,,Southwestern H.S.,26-163-0015,AQS
10/15/02,58,,,26-163-0016,AQS
10/16/02,16,,Allen Park,26-163-0001,AQS
10/17/02,55,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
10/18/02,49,,,26-163-0016,AQS
10/19/02,33,,Allen Park,26-163-0001,AQS
10/20/02,55,,Allen Park,26-163-0001,AQS
10/21/02,49,,Allen Park,26-163-0001,AQS
10/22/02,62,,Allen Park,26-163-0001,AQS
10/23/02,31,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
10/24/02,31,,Allen Park,26-163-0001,AQS
10/25/02,62,,Allen Park,26-163-0001,AQS
10/26/02,69,,92 FEET FROM WHE STREET,26-163-0036,AQS
10/27/02,41,,Allen Park,26-163-0001,AQS
10/28/02,35,,Allen Park,26-163-0001,AQS
10/29/02,38,,Allen Park,26-163-0001,AQS
10/30/02,30,,,26-163-0016,AQS
10/31/02,46,,Allen Park,26-163-0001,AQS
11/1/02,42,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
11/2/02,55,,,26-163-0016,AQS
11/3/02,59,,,26-163-0016,AQS
11/4/02,75,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
11/5/02,62,,,26-163-0016,AQS
11/6/02,63,,,26-163-0016,AQS
11/7/02,61,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
11/8/02,49,,,26-163-0016,AQS
11/9/02,60,,,26-163-0016,AQS
11/10/02,75,,Southwestern H.S.,26-163-0015,AQS
11/11/02,53,,Allen Park,26-163-0001,AQS
11/12/02,33,,Allen Park,26-163-0001,AQS
11/13/02,96,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
11/14/02,52,,,26-163-0016,AQS
11/15/02,17,,Allen Park,26-163-0001,AQS
11/16/02,52,,Allen Park,26-163-0001,AQS
11/17/02,24,,Allen Park,26-163-0001,AQS
11/18/02,54,,,26-163-0016,AQS
11/19/02,81,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
11/20/02,63,,,26-163-0016,AQS
11/21/02,88,,,26-163-0016,AQS
11/22/02,23,,Southwestern H.S.,26-163-0015,AQS
11/23/02,57,,,26-163-0016,AQS
11/24/02,63,,Allen Park,26-163-0001,AQS
11/25/02,43,,Southwestern H.S.,26-163-0015,AQS
11/26/02,31,,Allen Park,26-163-0001,AQS
11/27/02,29,,Allen Park,26-163-0001,AQS
11/28/02,105,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
11/29/02,57,,,26-163-0016,AQS
11/30/02,14,,,26-163-0016,AQS
12/1/02,61,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
12/2/02,25,,,26-163-0016,AQS
12/3/02,35,,,26-163-0016,AQS
12/4/02,115,,Allen Park,26-163-0001,AQS
12/5/02,66,,Allen Park,26-163-0001,AQS
12/6/02,74,,Allen Park,26-163-0001,AQS
12/7/02,126,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
12/8/02,63,,Allen Park,26-163-0001,AQS
12/9/02,77,,,26-163-0016,AQS
12/10/02,121,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
12/11/02,156,,Allen Park,26-163-0001,AQS
12/12/02,134,,,26-163-0016,AQS
12/13/02,101,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
12/14/02,67,,,26-163-0016,AQS
12/15/02,86,,,26-163-0016,AQS
12/16/02,23,,Southwestern H.S.,26-163-0015,AQS
12/17/02,42,,,26-163-0016,AQS
12/18/02,56,,,26-163-0016,AQS
12/19/02,88,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
12/20/02,43,,Allen Park,26-163-0001,AQS
12/21/02,35,,,26-163-0016,AQS
12/22/02,66,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
12/23/02,38,,Allen Park,26-163-0001,AQS
12/24/02,30,,,26-163-0016,AQS
12/25/02,24,,Allen Park,26-163-0001,AQS
12/26/02,52,,Allen Park,26-163-0001,AQS
12/27/02,82,,,26-163-0016,AQS
12/28/02,115,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
12/29/02,100,,Allen Park,26-163-0001,AQS
12/30/02,81,,,26-163-0016,AQS
12/31/02,71,,Allen Park,26-163-0001,AQS
1/1/03,28,,Allen Park,26-163-0001,AQS
1/2/03,39,,,26-163-0016,AQS
1/3/03,54,,Southwestern H.S.,26-163-0015,AQS
1/4/03,51,,Allen Park,26-163-0001,AQS
1/5/03,69,,,26-163-0016,AQS
1/6/03,47,,Allen Park,26-163-0001,AQS
1/8/03,46,,Allen Park,26-163-0001,AQS
1/9/03,32,,Allen Park,26-163-0001,AQS
1/10/03,17,,Allen Park,26-163-0001,AQS
1/11/03,39,,Allen Park,26-163-0001,AQS
1/12/03,62,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
1/13/03,56,,,26-163-0016,AQS
1/14/03,24,,Allen Park,26-163-0001,AQS
1/15/03,54,,92 FEET FROM WHE STREET,26-163-0036,AQS
1/16/03,79,,Allen Park,26-163-0001,AQS
1/17/03,25,,Allen Park,26-163-0001,AQS
1/18/03,89,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
1/19/03,57,,,26-163-0016,AQS
1/20/03,34,,Allen Park,26-163-0001,AQS
1/21/03,53,,Southwestern H.S.,26-163-0015,AQS
1/22/03,32,,Allen Park,26-163-0001,AQS
1/23/03,17,,Allen Park,26-163-0001,AQS
1/24/03,56,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
1/25/03,64,,,26-163-0016,AQS
1/26/03,38,,Allen Park,26-163-0001,AQS
1/27/03,65,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
1/29/03,65,,Allen Park,26-163-0001,AQS
1/30/03,88,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
1/31/03,95,,,26-163-0016,AQS
2/1/03,86,,,26-163-0016,AQS
2/2/03,86,,Oak Park,26-125-0001,AQS
2/3/03,70,,,26-163-0016,AQS
2/4/03,19,,,26-163-0016,AQS
2/5/03,53,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
2/6/03,73,,,26-163-0016,AQS
2/7/03,55,,Allen Park,26-163-0001,AQS
2/8/03,99,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
2/9/03,47,,,26-163-0016,AQS
2/10/03,54,,,26-163-0016,AQS
2/11/03,68,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
2/12/03,28,,Allen Park,26-163-0001,AQS
2/13/03,45,,Allen Park,26-163-0001,AQS
2/14/03,95,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,26-163-0033,AQS
2/15/03,45,,Allen Park,26-163-0001,AQS
2/16/03,48,,,26-163-0016,AQS
2/17/03,62,,Oak Park,26-125-0001,AQS
2/18/03,84,,,26-163-0016,AQS
2/19/03,67,,,26-163-0016,AQS
