Date,Carbon Monoxide AQI Value,Main Pollutant,Site Name,Site ID,Source
4/11/20,7,,ELIZA-NR,26-163-0093,AQS
4/12/20,7,,ELIZA-NR,26-163-0093,AQS
4/13/20,7,,ELIZA-NR,26-163-0093,AQS
4/14/20,7,,ELIZA-NR,26-163-0093,AQS
4/15/20,7,,ELIZA-NR,26-163-0093,AQS
4/16/20,6,,Allen Park,26-163-0001,AQS
4/17/20,7,,Allen Park,26-163-0001,AQS
4/18/20,7,,Allen Park,26-163-0001,AQS
4/19/20,6,,Allen Park,26-163-0001,AQS
4/20/20,6,,Allen Park,26-163-0001,AQS
4/21/20,6,,Allen Park,26-163-0001,AQS
4/22/20,7,,ELIZA-NR,26-163-0093,AQS
4/23/20,6,,Allen Park,26-163-0001,AQS
4/24/20,6,,Allen Park,26-163-0001,AQS
4/25/20,7,,Allen Park,26-163-0001,AQS
4/26/20,6,,Allen Park,26-163-0001,AQS
4/27/20,7,,Allen Park,26-163-0001,AQS
4/28/20,7,,Allen Park,26-163-0001,AQS
4/29/20,7,,Allen Park,26-163-0001,AQS
4/30/20,7,,Allen Park,26-163-0001,AQS
5/1/20,7,,Allen Park,26-163-0001,AQS
5/2/20,8,,Allen Park,26-163-0001,AQS
5/3/20,7,,Allen Park,26-163-0001,AQS
5/4/20,7,,Allen Park,26-163-0001,AQS
5/5/20,7,,Allen Park,26-163-0001,AQS
5/6/20,7,,Allen Park,26-163-0001,AQS
5/7/20,8,,Allen Park,26-163-0001,AQS
5/8/20,7,,Allen Park,26-163-0001,AQS
5/9/20,7,,Allen Park,26-163-0001,AQS
5/10/20,7,,Allen Park,26-163-0001,AQS
5/11/20,7,,Allen Park,26-163-0001,AQS
5/12/20,8,,Allen Park,26-163-0001,AQS
5/13/20,9,,Allen Park,26-163-0001,AQS
5/14/20,13,,ELIZA-NR,26-163-0093,AQS
5/15/20,10,,ELIZA-NR,26-163-0093,AQS
5/16/20,9,,Allen Park,26-163-0001,AQS
5/17/20,8,,Allen Park,26-163-0001,AQS
5/18/20,8,,Allen Park,26-163-0001,AQS
5/19/20,8,,Allen Park,26-163-0001,AQS
5/20/20,8,,Allen Park,26-163-0001,AQS
5/21/20,9,,ELIZA-NR,26-163-0093,AQS
5/22/20,10,,ELIZA-NR,26-163-0093,AQS
5/23/20,11,,ELIZA-NR,26-163-0093,AQS
5/24/20,13,,ELIZA-NR,26-163-0093,AQS
5/25/20,14,,ELIZA-NR,26-163-0093,AQS
5/26/20,13,,ELIZA-NR,26-163-0093,AQS
5/27/20,13,,ELIZA-NR,26-163-0093,AQS
5/28/20,11,,ELIZA-NR,26-163-0093,AQS
5/29/20,8,,ELIZA-NR,26-163-0093,AQS
5/30/20,6,,ELIZA-NR,26-163-0093,AQS
5/31/20,7,,ELIZA-NR,26-163-0093,AQS
6/1/20,8,,ELIZA-NR,26-163-0093,AQS
6/2/20,10,,ELIZA-NR,26-163-0093,AQS
6/3/20,10,,ELIZA-NR,26-163-0093,AQS
6/4/20,11,,ELIZA-NR,26-163-0093,AQS
6/5/20,11,,ELIZA-NR,26-163-0093,AQS
6/6/20,9,,ELIZA-NR,26-163-0093,AQS
6/7/20,6,,TRINITY ST MARKS - Gordy Howe International Bridge (GHIB),26-163-0099,AQS
6/8/20,8,,ELIZA-NR,26-163-0093,AQS
6/9/20,9,,ELIZA-NR,26-163-0093,AQS
6/10/20,10,,ELIZA-NR,26-163-0093,AQS
6/11/20,8,,ELIZA-NR,26-163-0093,AQS
6/12/20,8,,ELIZA-NR,26-163-0093,AQS
6/13/20,6,,ELIZA-NR,26-163-0093,AQS
6/14/20,6,,ELIZA-NR,26-163-0093,AQS
6/15/20,7,,ELIZA-NR,26-163-0093,AQS
6/16/20,8,,ELIZA-NR,26-163-0093,AQS
6/17/20,10,,ELIZA-NR,26-163-0093,AQS
6/18/20,10,,ELIZA-NR,26-163-0093,AQS
6/19/20,11,,ELIZA-NR,26-163-0093,AQS
6/20/20,13,,ELIZA-NR,26-163-0093,AQS
6/21/20,10,,ELIZA-NR,26-163-0093,AQS
6/22/20,11,,ELIZA-NR,26-163-0093,AQS
6/23/20,10,,ELIZA-NR,26-163-0093,AQS
6/24/20,7,,ELIZA-NR,26-163-0093,AQS
6/25/20,9,,ELIZA-NR,26-163-0093,AQS
6/26/20,9,,ELIZA-NR,26-163-0093,AQS
6/27/20,9,,ELIZA-NR,26-163-0093,AQS
6/28/20,8,,ELIZA-NR,26-163-0093,AQS
6/29/20,11,,TRINITY ST MARKS - Gordy Howe International Bridge (GHIB),26-163-0099,AQS
6/30/20,9,,ELIZA-NR,26-163-0093,AQS
7/1/20,7,,ELIZA-NR,26-163-0093,AQS
7/2/20,9,,DP4th - Detroit Police 4th Precinct (GHIB),26-163-0098,AQS
7/3/20,8,,(Northeast corner),26-163-1008,AQS
7/4/20,7,,Allen Park,26-163-0001,AQS
7/5/20,11,,Allen Park,26-163-0001,AQS
7/6/20,14,,ELIZA-NR,26-163-0093,AQS
7/7/20,13,,ELIZA-NR,26-163-0093,AQS
7/8/20,11,,ELIZA-NR,26-163-0093,AQS
7/9/20,13,,ELIZA-NR,26-163-0093,AQS
7/10/20,10,,ELIZA-NR,26-163-0093,AQS
7/11/20,8,,ELIZA-NR,26-163-0093,AQS
7/12/20,8,,TRINITY ST MARKS - Gordy Howe International Bridge (GHIB),26-163-0099,AQS
7/13/20,7,,ELIZA-NR,26-163-0093,AQS
7/14/20,10,,ELIZA-NR,26-163-0093,AQS
7/15/20,10,,ELIZA-NR,26-163-0093,AQS
7/16/20,9,,ELIZA-NR,26-163-0093,AQS
7/17/20,11,,ELIZA-NR,26-163-0093,AQS
7/18/20,11,,ELIZA-NR,26-163-0093,AQS
7/19/20,11,,ELIZA-NR,26-163-0093,AQS
7/20/20,9,,ELIZA-NR,26-163-0093,AQS
7/21/20,10,,ELIZA-NR,26-163-0093,AQS
7/22/20,11,,ELIZA-NR,26-163-0093,AQS
7/23/20,9,,ELIZA-NR,26-163-0093,AQS
7/24/20,9,,ELIZA-NR,26-163-0093,AQS
7/25/20,11,,ELIZA-NR,26-163-0093,AQS
7/26/20,13,,ELIZA-NR,26-163-0093,AQS
7/27/20,11,,ELIZA-NR,26-163-0093,AQS
7/28/20,9,,ELIZA-NR,26-163-0093,AQS
7/29/20,10,,ELIZA-NR,26-163-0093,AQS
7/30/20,7,,ELIZA-NR,26-163-0093,AQS
7/31/20,6,,ELIZA-NR,26-163-0093,AQS
8/1/20,8,,ELIZA-NR,26-163-0093,AQS
8/2/20,9,,ELIZA-NR,26-163-0093,AQS
8/3/20,10,,ELIZA-NR,26-163-0093,AQS
8/4/20,6,,ELIZA-NR,26-163-0093,AQS
8/5/20,6,,ELIZA-NR,26-163-0093,AQS
8/6/20,10,,DP4th - Detroit Police 4th Precinct (GHIB),26-163-0098,AQS
8/7/20,11,,ELIZA-NR,26-163-0093,AQS
8/8/20,13,,ELIZA-NR,26-163-0093,AQS
8/9/20,11,,ELIZA-NR,26-163-0093,AQS
8/10/20,11,,ELIZA-NR,26-163-0093,AQS
8/11/20,9,,ELIZA-NR,26-163-0093,AQS
8/12/20,11,,ELIZA-NR,26-163-0093,AQS
8/13/20,11,,ELIZA-NR,26-163-0093,AQS
8/14/20,9,,ELIZA-NR,26-163-0093,AQS
8/15/20,11,,ELIZA-NR,26-163-0093,AQS
8/16/20,13,,ELIZA-NR,26-163-0093,AQS
8/17/20,10,,ELIZA-NR,26-163-0093,AQS
8/18/20,7,,ELIZA-NR,26-163-0093,AQS
8/19/20,9,,ELIZA-NR,26-163-0093,AQS
8/20/20,11,,ELIZA-NR,26-163-0093,AQS
8/21/20,11,,ELIZA-NR,26-163-0093,AQS
8/22/20,13,,ELIZA-NR,26-163-0093,AQS
8/23/20,14,,ELIZA-NR,26-163-0093,AQS
8/24/20,13,,ELIZA-NR,26-163-0093,AQS
8/25/20,10,,ELIZA-NR,26-163-0093,AQS
8/26/20,15,,ELIZA-NR,26-163-0093,AQS
8/27/20,14,,ELIZA-NR,26-163-0093,AQS
8/28/20,10,,ELIZA-NR,26-163-0093,AQS
8/29/20,7,,ELIZA-NR,26-163-0093,AQS
8/30/20,9,,ELIZA-NR,26-163-0093,AQS
8/31/20,9,,ELIZA-NR,26-163-0093,AQS
9/1/20,11,,ELIZA-NR,26-163-0093,AQS
9/2/20,9,,ELIZA-NR,26-163-0093,AQS
9/3/20,10,,ELIZA-NR,26-163-0093,AQS
9/4/20,7,,ELIZA-NR,26-163-0093,AQS
9/5/20,9,,ELIZA-NR,26-163-0093,AQS
9/6/20,13,,DP4th - Detroit Police 4th Precinct (GHIB),26-163-0098,AQS
9/7/20,7,,ELIZA-NR,26-163-0093,AQS
9/8/20,7,,ELIZA-NR,26-163-0093,AQS
9/9/20,7,,Allen Park,26-163-0001,AQS
9/10/20,7,,Allen Park,26-163-0001,AQS
9/11/20,7,,ELIZA-NR,26-163-0093,AQS
9/12/20,13,,ELIZA-NR,26-163-0093,AQS
9/13/20,13,,ELIZA-NR,26-163-0093,AQS
9/14/20,8,,Allen Park,26-163-0001,AQS
9/15/20,11,,ELIZA-NR,26-163-0093,AQS
9/16/20,13,,ELIZA-NR,26-163-0093,AQS
9/17/20,10,,ELIZA-NR,26-163-0093,AQS
9/18/20,6,,Allen Park,26-163-0001,AQS
9/19/20,9,,ELIZA-NR,26-163-0093,AQS
9/20/20,16,,TRINITY ST MARKS - Gordy Howe International Bridge (GHIB),26-163-0099,AQS
9/21/20,11,,Allen Park,26-163-0001,AQS
9/22/20,13,,ELIZA-NR,26-163-0093,AQS
9/23/20,11,,ELIZA-NR,26-163-0093,AQS
9/24/20,13,,ELIZA-NR,26-163-0093,AQS
9/25/20,14,,ELIZA-NR,26-163-0093,AQS
9/26/20,11,,ELIZA-NR,26-163-0093,AQS
9/27/20,9,,ELIZA-NR,26-163-0093,AQS
9/28/20,9,,Allen Park,26-163-0001,AQS
9/29/20,10,,ELIZA-NR,26-163-0093,AQS
9/30/20,8,,Allen Park,26-163-0001,AQS
10/1/20,9,,ELIZA-NR,26-163-0093,AQS
10/2/20,7,,ELIZA-NR,26-163-0093,AQS
10/3/20,8,,ELIZA-NR,26-163-0093,AQS
10/4/20,9,,ELIZA-NR,26-163-0093,AQS
10/5/20,9,,ELIZA-NR,26-163-0093,AQS
10/6/20,11,,ELIZA-NR,26-163-0093,AQS
10/7/20,11,,ELIZA-NR,26-163-0093,AQS
10/8/20,10,,ELIZA-NR,26-163-0093,AQS
10/9/20,13,,ELIZA-NR,26-163-0093,AQS
10/10/20,10,,ELIZA-NR,26-163-0093,AQS
10/11/20,7,,ELIZA-NR,26-163-0093,AQS
10/12/20,11,,ELIZA-NR,26-163-0093,AQS
10/13/20,10,,ELIZA-NR,26-163-0093,AQS
10/14/20,11,,ELIZA-NR,26-163-0093,AQS
10/15/20,8,,ELIZA-NR,26-163-0093,AQS
10/16/20,9,,ELIZA-NR,26-163-0093,AQS
10/17/20,9,,ELIZA-NR,26-163-0093,AQS
10/18/20,6,,ELIZA-NR,26-163-0093,AQS
10/19/20,6,,Allen Park,26-163-0001,AQS
10/20/20,6,,ELIZA-NR,26-163-0093,AQS
10/21/20,9,,DP4th - Detroit Police 4th Precinct (GHIB),26-163-0098,AQS
10/22/20,11,,ELIZA-NR,26-163-0093,AQS
10/23/20,13,,ELIZA-NR,26-163-0093,AQS
10/24/20,5,,Allen Park,26-163-0001,AQS
10/25/20,6,,Allen Park,26-163-0001,AQS
10/26/20,6,,ELIZA-NR,26-163-0093,AQS
10/27/20,7,,ELIZA-NR,26-163-0093,AQS
10/28/20,9,,ELIZA-NR,26-163-0093,AQS
10/29/20,9,,ELIZA-NR,26-163-0093,AQS
10/30/20,6,,NORTHWEST,26-163-1005,AQS
10/31/20,9,,ELIZA-NR,26-163-0093,AQS
11/1/20,7,,ELIZA-NR,26-163-0093,AQS
11/2/20,7,,ELIZA-NR,26-163-0093,AQS
11/3/20,10,,ELIZA-NR,26-163-0093,AQS
11/4/20,9,,ELIZA-NR,26-163-0093,AQS
11/5/20,10,,ELIZA-NR,26-163-0093,AQS
11/6/20,13,,ELIZA-NR,26-163-0093,AQS
11/7/20,16,,ELIZA-NR,26-163-0093,AQS
11/8/20,24,,ELIZA-NR,26-163-0093,AQS
11/9/20,16,,ELIZA-NR,26-163-0093,AQS
11/10/20,9,,ELIZA-NR,26-163-0093,AQS
11/11/20,7,,ELIZA-NR,26-163-0093,AQS
11/12/20,13,,ELIZA-NR,26-163-0093,AQS
11/13/20,14,,ELIZA-NR,26-163-0093,AQS
11/14/20,10,,ELIZA-NR,26-163-0093,AQS
11/15/20,8,,ELIZA-NR,26-163-0093,AQS
11/16/20,8,,ELIZA-NR,26-163-0093,AQS
11/17/20,7,,ELIZA-NR,26-163-0093,AQS
11/18/20,9,,ELIZA-NR,26-163-0093,AQS
11/19/20,6,,ELIZA-NR,26-163-0093,AQS
11/20/20,5,,ELIZA-NR,26-163-0093,AQS
11/21/20,6,,ELIZA-NR,26-163-0093,AQS
11/22/20,6,,ELIZA-NR,26-163-0093,AQS
11/23/20,7,,DP4th - Detroit Police 4th Precinct (GHIB),26-163-0098,AQS
11/24/20,9,,ELIZA-NR,26-163-0093,AQS
11/25/20,8,,ELIZA-NR,26-163-0093,AQS
11/26/20,8,,ELIZA-NR,26-163-0093,AQS
11/27/20,8,,ELIZA-NR,26-163-0093,AQS
11/28/20,7,,ELIZA-NR,26-163-0093,AQS
11/29/20,8,,ELIZA-NR,26-163-0093,AQS
11/30/20,8,,ELIZA-NR,26-163-0093,AQS
12/1/20,8,,DP4th - Detroit Police 4th Precinct (GHIB),26-163-0098,AQS
12/2/20,8,,ELIZA-NR,26-163-0093,AQS
12/3/20,7,,ELIZA-NR,26-163-0093,AQS
12/4/20,6,,ELIZA-NR,26-163-0093,AQS
12/5/20,5,,Allen Park,26-163-0001,AQS
12/6/20,6,,Allen Park,26-163-0001,AQS
12/7/20,6,,Allen Park,26-163-0001,AQS
12/8/20,9,,ELIZA-NR,26-163-0093,AQS
12/9/20,9,,Allen Park,26-163-0001,AQS
12/10/20,16,,ELIZA-NR,26-163-0093,AQS
12/11/20,20,,ELIZA-NR,26-163-0093,AQS
12/12/20,7,,ELIZA-NR,26-163-0093,AQS
12/13/20,7,,ELIZA-NR,26-163-0093,AQS
12/14/20,7,,ELIZA-NR,26-163-0093,AQS
12/15/20,7,,Allen Park,26-163-0001,AQS
12/16/20,6,,Allen Park,26-163-0001,AQS
12/17/20,8,,Allen Park,26-163-0001,AQS
12/18/20,9,,ELIZA-NR,26-163-0093,AQS
12/19/20,9,,ELIZA-NR,26-163-0093,AQS
12/20/20,8,,ELIZA-NR,26-163-0093,AQS
12/21/20,9,,ELIZA-NR,26-163-0093,AQS
12/22/20,8,,ELIZA-NR,26-163-0093,AQS
12/23/20,9,,ELIZA-NR,26-163-0093,AQS
12/24/20,6,,Allen Park,26-163-0001,AQS
12/25/20,7,,Allen Park,26-163-0001,AQS
12/26/20,7,,Allen Park,26-163-0001,AQS
12/27/20,8,,ELIZA-NR,26-163-0093,AQS
12/28/20,7,,Allen Park,26-163-0001,AQS
12/29/20,8,,Allen Park,26-163-0001,AQS
12/30/20,8,,ELIZA-NR,26-163-0093,AQS
12/31/20,15,,ELIZA-NR,26-163-0093,AQS
1/1/21,23,,ELIZA-NR,26-163-0093,AQS
1/2/21,8,,Allen Park,26-163-0001,AQS
1/3/21,8,,Allen Park,26-163-0001,AQS
1/4/21,10,,ELIZA-NR,26-163-0093,AQS
1/5/21,9,,ELIZA-NR,26-163-0093,AQS
1/6/21,8,,Allen Park,26-163-0001,AQS
1/7/21,8,,Allen Park,26-163-0001,AQS
1/8/21,7,,Allen Park,26-163-0001,AQS
1/9/21,10,,Allen Park,26-163-0001,AQS
1/10/21,14,,Allen Park,26-163-0001,AQS
1/11/21,11,,ELIZA-NR,26-163-0093,AQS
1/12/21,10,,ELIZA-NR,26-163-0093,AQS
1/13/21,10,,ELIZA-NR,26-163-0093,AQS
1/14/21,11,,ELIZA-NR,26-163-0093,AQS
1/15/21,13,,ELIZA-NR,26-163-0093,AQS
1/16/21,11,,ELIZA-NR,26-163-0093,AQS
1/17/21,11,,ELIZA-NR,26-163-0093,AQS
1/18/21,10,,ELIZA-NR,26-163-0093,AQS
1/19/21,9,,Allen Park,26-163-0001,AQS
1/20/21,9,,Allen Park,26-163-0001,AQS
1/21/21,9,,ELIZA-NR,26-163-0093,AQS
1/22/21,6,,ELIZA-NR,26-163-0093,AQS
1/23/21,13,,ELIZA-NR,26-163-0093,AQS
1/24/21,19,,ELIZA-NR,26-163-0093,AQS
1/25/21,10,,ELIZA-NR,26-163-0093,AQS
1/26/21,7,,ELIZA-NR,26-163-0093,AQS
1/27/21,7,,ELIZA-NR,26-163-0093,AQS
1/28/21,7,,ELIZA-NR,26-163-0093,AQS
1/29/21,9,,ELIZA-NR,26-163-0093,AQS
1/30/21,18,,ELIZA-NR,26-163-0093,AQS
1/31/21,8,,ELIZA-NR,26-163-0093,AQS
2/1/21,7,,ELIZA-NR,26-163-0093,AQS
2/2/21,7,,ELIZA-NR,26-163-0093,AQS
2/3/21,11,,ELIZA-NR,26-163-0093,AQS
2/4/21,19,,ELIZA-NR,26-163-0093,AQS
2/5/21,8,,ELIZA-NR,26-163-0093,AQS
2/6/21,6,,ELIZA-NR,26-163-0093,AQS
2/7/21,6,,TRINITY ST MARKS - Gordy Howe International Bridge (GHIB),26-163-0099,AQS
2/8/21,7,,ELIZA-NR,26-163-0093,AQS
2/9/21,7,,TRINITY ST MARKS - Gordy Howe International Bridge (GHIB),26-163-0099,AQS
2/10/21,10,,ELIZA-NR,26-163-0093,AQS
2/11/21,7,,ELIZA-NR,26-163-0093,AQS
2/12/21,6,,Allen Park,26-163-0001,AQS
2/13/21,6,,Allen Park,26-163-0001,AQS
2/14/21,7,,ELIZA-NR,26-163-0093,AQS
2/15/21,6,,TRINITY ST MARKS - Gordy Howe International Bridge (GHIB),26-163-0099,AQS
2/16/21,7,,ELIZA-NR,26-163-0093,AQS
2/17/21,13,,TRINITY ST MARKS - Gordy Howe International Bridge (GHIB),26-163-0099,AQS
2/18/21,7,,TRINITY ST MARKS - Gordy Howe International Bridge (GHIB),26-163-0099,AQS
2/19/21,8,,ELIZA-NR,26-163-0093,AQS
2/20/21,9,,TRINITY ST MARKS - Gordy Howe International Bridge (GHIB),26-163-0099,AQS
2/21/21,9,,ELIZA-NR,26-163-0093,AQS
2/22/21,7,,ELIZA-NR,26-163-0093,AQS
2/23/21,7,,ELIZA-NR,26-163-0093,AQS
2/24/21,8,,ELIZA-NR,26-163-0093,AQS
2/25/21,7,,ELIZA-NR,26-163-0093,AQS
2/26/21,13,,ELIZA-NR,26-163-0093,AQS
2/27/21,11,,ELIZA-NR,26-163-0093,AQS
2/28/21,11,,ELIZA-NR,26-163-0093,AQS
3/1/21,8,,DP4th - Detroit Police 4th Precinct (GHIB),26-163-0098,AQS
3/2/21,9,,ELIZA-NR,26-163-0093,AQS
3/3/21,9,,ELIZA-NR,26-163-0093,AQS
3/4/21,7,,Allen Park,26-163-0001,AQS
3/5/21,8,,Allen Park,26-163-0001,AQS
3/6/21,7,,Allen Park,26-163-0001,AQS
3/7/21,8,,ELIZA-NR,26-163-0093,AQS
3/8/21,9,,ELIZA-NR,26-163-0093,AQS
3/9/21,10,,Allen Park,26-163-0001,AQS
3/10/21,11,,ELIZA-NR,26-163-0093,AQS
3/11/21,7,,Allen Park,26-163-0001,AQS
3/12/21,8,,Allen Park,26-163-0001,AQS
3/13/21,9,,ELIZA-NR,26-163-0093,AQS
3/14/21,10,,ELIZA-NR,26-163-0093,AQS
3/15/21,6,,Allen Park,26-163-0001,AQS
3/16/21,8,,Allen Park,26-163-0001,AQS
3/17/21,11,,ELIZA-NR,26-163-0093,AQS
3/18/21,9,,Allen Park,26-163-0001,AQS
3/19/21,10,,ELIZA-NR,26-163-0093,AQS
3/20/21,15,,Allen Park,26-163-0001,AQS
3/21/21,14,,Allen Park,26-163-0001,AQS
3/22/21,14,,Allen Park,26-163-0001,AQS
3/23/21,10,,ELIZA-NR,26-163-0093,AQS
3/24/21,9,,ELIZA-NR,26-163-0093,AQS
3/25/21,10,,ELIZA-NR,26-163-0093,AQS
3/26/21,10,,ELIZA-NR,26-163-0093,AQS
3/27/21,11,,ELIZA-NR,26-163-0093,AQS
3/28/21,11,,ELIZA-NR,26-163-0093,AQS
3/29/21,10,,ELIZA-NR,26-163-0093,AQS
3/30/21,9,,ELIZA-NR,26-163-0093,AQS
3/31/21,9,,ELIZA-NR,26-163-0093,AQS
4/1/21,8,,TRINITY ST MARKS - Gordy Howe International Bridge (GHIB),26-163-0099,AQS
4/2/21,9,,ELIZA-NR,26-163-0093,AQS
4/3/21,16,,ELIZA-NR,26-163-0093,AQS
4/4/21,22,,ELIZA-NR,26-163-0093,AQS
4/5/21,14,,ELIZA-NR,26-163-0093,AQS
4/6/21,16,,ELIZA-NR,26-163-0093,AQS
4/7/21,16,,ELIZA-NR,26-163-0093,AQS
4/8/21,13,,ELIZA-NR,26-163-0093,AQS
4/9/21,11,,ELIZA-NR,26-163-0093,AQS
4/10/21,14,,ELIZA-NR,26-163-0093,AQS
4/11/21,10,,ELIZA-NR,26-163-0093,AQS
4/12/21,11,,ELIZA-NR,26-163-0093,AQS
4/13/21,13,,ELIZA-NR,26-163-0093,AQS
4/14/21,13,,ELIZA-NR,26-163-0093,AQS
4/15/21,9,,ELIZA-NR,26-163-0093,AQS
4/16/21,9,,ELIZA-NR,26-163-0093,AQS
4/17/21,13,,ELIZA-NR,26-163-0093,AQS
4/18/21,15,,ELIZA-NR,26-163-0093,AQS
4/19/21,14,,ELIZA-NR,26-163-0093,AQS
4/20/21,13,,TRINITY ST MARKS - Gordy Howe International Bridge (GHIB),26-163-0099,AQS
4/21/21,8,,ELIZA-NR,26-163-0093,AQS
4/22/21,10,,ELIZA-NR,26-163-0093,AQS
4/23/21,13,,ELIZA-NR,26-163-0093,AQS
4/24/21,14,,ELIZA-NR,26-163-0093,AQS
4/25/21,14,,ELIZA-NR,26-163-0093,AQS
4/26/21,11,,ELIZA-NR,26-163-0093,AQS
4/27/21,10,,ELIZA-NR,26-163-0093,AQS
4/28/21,9,,ELIZA-NR,26-163-0093,AQS
4/29/21,8,,TRINITY ST MARKS - Gordy Howe International Bridge (GHIB),26-163-0099,AQS
4/30/21,9,,TRINITY ST MARKS - Gordy Howe International Bridge (GHIB),26-163-0099,AQS
5/1/21,7,,Allen Park,26-163-0001,AQS
5/2/21,7,,ELIZA-NR,26-163-0093,AQS
5/3/21,10,,ELIZA-NR,26-163-0093,AQS
5/4/21,9,,ELIZA-NR,26-163-0093,AQS
5/5/21,8,,TRINITY ST MARKS - Gordy Howe International Bridge (GHIB),26-163-0099,AQS
5/6/21,9,,Allen Park,26-163-0001,AQS
5/7/21,7,,ELIZA-NR,26-163-0093,AQS
5/8/21,7,,ELIZA-NR,26-163-0093,AQS
5/9/21,8,,ELIZA-NR,26-163-0093,AQS
5/10/21,10,,DP4th - Detroit Police 4th Precinct (GHIB),26-163-0098,AQS
5/11/21,7,,Allen Park,26-163-0001,AQS
5/12/21,7,,Allen Park,26-163-0001,AQS
5/13/21,14,,TRINITY ST MARKS - Gordy Howe International Bridge (GHIB),26-163-0099,AQS
5/14/21,11,,DP4th - Detroit Police 4th Precinct (GHIB),26-163-0098,AQS
5/15/21,10,,ELIZA-NR,26-163-0093,AQS
5/16/21,10,,ELIZA-NR,26-163-0093,AQS
5/17/21,10,,ELIZA-NR,26-163-0093,AQS
5/18/21,11,,DP4th - Detroit Police 4th Precinct (GHIB),26-163-0098,AQS
5/19/21,11,,ELIZA-NR,26-163-0093,AQS
5/20/21,13,,ELIZA-NR,26-163-0093,AQS
5/21/21,13,,ELIZA-NR,26-163-0093,AQS
5/22/21,13,,ELIZA-NR,26-163-0093,AQS
5/23/21,20,,TRINITY ST MARKS - Gordy Howe International Bridge (GHIB),26-163-0099,AQS
5/24/21,11,,ELIZA-NR,26-163-0093,AQS
5/25/21,11,,ELIZA-NR,26-163-0093,AQS
5/26/21,10,,ELIZA-NR,26-163-0093,AQS
5/27/21,7,,Allen Park,26-163-0001,AQS
5/28/21,6,,ELIZA-NR,26-163-0093,AQS
5/29/21,6,,ELIZA-NR,26-163-0093,AQS
5/30/21,10,,ELIZA-NR,26-163-0093,AQS
5/31/21,10,,ELIZA-NR,26-163-0093,AQS
6/1/21,11,,ELIZA-NR,26-163-0093,AQS
6/2/21,11,,ELIZA-NR,26-163-0093,AQS
6/3/21,13,,ELIZA-NR,26-163-0093,AQS
6/4/21,13,,ELIZA-NR,26-163-0093,AQS
6/5/21,13,,ELIZA-NR,26-163-0093,AQS
6/6/21,13,,ELIZA-NR,26-163-0093,AQS
6/7/21,13,,ELIZA-NR,26-163-0093,AQS
6/8/21,15,,ELIZA-NR,26-163-0093,AQS
6/9/21,15,,ELIZA-NR,26-163-0093,AQS
6/10/21,11,,ELIZA-NR,26-163-0093,AQS
6/11/21,13,,ELIZA-NR,26-163-0093,AQS
6/12/21,15,,ELIZA-NR,26-163-0093,AQS
6/13/21,15,,ELIZA-NR,26-163-0093,AQS
6/14/21,11,,ELIZA-NR,26-163-0093,AQS
6/15/21,8,,ELIZA-NR,26-163-0093,AQS
6/16/21,9,,ELIZA-NR,26-163-0093,AQS
6/17/21,13,,ELIZA-NR,26-163-0093,AQS
6/18/21,14,,ELIZA-NR,26-163-0093,AQS
6/19/21,14,,ELIZA-NR,26-163-0093,AQS
6/20/21,17,,ELIZA-NR,26-163-0093,AQS
6/21/21,11,,ELIZA-NR,26-163-0093,AQS
6/22/21,11,,ELIZA-NR,26-163-0093,AQS
6/23/21,14,,ELIZA-NR,26-163-0093,AQS
6/24/21,14,,ELIZA-NR,26-163-0093,AQS
6/25/21,13,,ELIZA-NR,26-163-0093,AQS
6/26/21,13,,ELIZA-NR,26-163-0093,AQS
6/27/21,13,,ELIZA-NR,26-163-0093,AQS
6/28/21,14,,ELIZA-NR,26-163-0093,AQS
6/29/21,10,,ELIZA-NR,26-163-0093,AQS
6/30/21,9,,ELIZA-NR,26-163-0093,AQS
7/1/21,7,,ELIZA-NR,26-163-0093,AQS
7/2/21,6,,Allen Park,26-163-0001,AQS
7/3/21,9,,ELIZA-NR,26-163-0093,AQS
7/4/21,9,,ELIZA-NR,26-163-0093,AQS
7/5/21,10,,ELIZA-NR,26-163-0093,AQS
7/6/21,8,,ELIZA-NR,26-163-0093,AQS
7/7/21,10,,ELIZA-NR,26-163-0093,AQS
7/8/21,9,,ELIZA-NR,26-163-0093,AQS
7/9/21,6,,ELIZA-NR,26-163-0093,AQS
7/10/21,7,,ELIZA-NR,26-163-0093,AQS
7/11/21,7,,ELIZA-NR,26-163-0093,AQS
7/12/21,7,,ELIZA-NR,26-163-0093,AQS
7/13/21,10,,ELIZA-NR,26-163-0093,AQS
7/14/21,11,,ELIZA-NR,26-163-0093,AQS
7/15/21,11,,ELIZA-NR,26-163-0093,AQS
7/16/21,7,,ELIZA-NR,26-163-0093,AQS
7/17/21,7,,ELIZA-NR,26-163-0093,AQS
7/18/21,9,,TRINITY ST MARKS - Gordy Howe International Bridge (GHIB),26-163-0099,AQS
7/19/21,9,,ELIZA-NR,26-163-0093,AQS
7/20/21,10,,ELIZA-NR,26-163-0093,AQS
7/21/21,7,,ELIZA-NR,26-163-0093,AQS
7/22/21,8,,ELIZA-NR,26-163-0093,AQS
7/23/21,13,,ELIZA-NR,26-163-0093,AQS
7/24/21,11,,ELIZA-NR,26-163-0093,AQS
7/25/21,9,,ELIZA-NR,26-163-0093,AQS
7/26/21,9,,ELIZA-NR,26-163-0093,AQS
